,id,screen_name,complete_name,description,verified,crawled_at,location,url,created_at,tweet_count,listed_count,favs_count,followers_count,following_count,bot,user_type
465418810,465418810,CarlaMancinello,Carla Mancinello,E' la gentilezza a distinguere un leader da un capo,,2014-06-09 23:24:04,Firenze,,Mon Jan 16 10:01:44 +0000 2012,116,1,0,290,366,True,Spambot_1
465418896,465418896,GiulianoAmianto,Giuliano Amianto,"A un certo momento si arriva a una specie di tranquilla malinconia, una sorta di calma, quasi la certezza che non succederà più nulla",,2014-06-09 23:21:56,Roma ,,Mon Jan 16 10:01:55 +0000 2012,66,0,0,0,0,True,Spambot_1
465420606,465420606,RacheleMariott,Rachele,"Quando capiti, mi confondi. E quando capita, ti distingui.",,2014-06-07 23:20:41,Roma,,Mon Jan 16 10:05:14 +0000 2012,291,2,0,4548,4685,True,Spambot_1
465421036,465421036,TeresaBenci,Teresa,"Se volete sentirvi liberi infrangete le regole, non i cuori.",,2014-06-09 23:23:53,,,Mon Jan 16 10:06:06 +0000 2012,294,4,0,4879,5251,True,Spambot_1
465426060,465426060,DanieleLorenz1,Daniele Lorenzone,I piccoli segreti crescono fino a diventare grandi menzogne,,2014-06-09 23:23:16,Lecce ,,Mon Jan 16 10:16:16 +0000 2012,115,0,0,1,0,True,Spambot_1
465427410,465427410,LuciaBarrello,Lucia Barrello,"Le bugie uccidono la fiducia. Per quanto dura, scegli sempre la verità alle menzogne",,2014-06-07 23:23:03,Torino ,,Mon Jan 16 10:18:47 +0000 2012,108,0,0,0,0,True,Spambot_1
465428761,465428761,CarloTavarne,Carlo Tavarne,Vivo per la mia famiglia.,,2014-06-09 23:24:17,Tornino,,Mon Jan 16 10:21:36 +0000 2012,125,0,0,0,0,True,Spambot_1
465429324,465429324,ChiaraBerani,Chiara ,Carpe diem,,2014-06-09 23:23:15,,,Mon Jan 16 10:22:36 +0000 2012,365,6,0,6135,6660,True,Spambot_1
465429916,465429916,GiovannaLimo,Giovanna Limo,"Gli ostacoli serviranno a renderti più forte, non mollare",,2014-06-08 23:23:57,Napoli ,,Mon Jan 16 10:23:49 +0000 2012,55,0,0,2,0,True,Spambot_1
465431259,465431259,NaomiBulla,Naomi Bulla,"Tieni la testa alta, e il dito medio ancora più in alto",,2014-06-09 23:22:07,Roma,,Mon Jan 16 10:26:34 +0000 2012,120,0,0,248,361,True,Spambot_1
465433276,465433276,OrianaBonelli,Oriana,Per chi. Per dove. Per quando. Per come. Per sempre. Per forse. Perché tutti i per conducono a Te.,,2014-06-09 23:23:43,,,Mon Jan 16 10:30:42 +0000 2012,304,6,0,4292,4717,True,Spambot_1
465434130,465434130,MarziaGenovesi,Marzia Genovesi,Non smettere mai di seguire la luce che illumina i tuoi giorni,,2014-06-09 23:23:56,Firenze ,,Mon Jan 16 10:32:16 +0000 2012,79,0,0,0,0,True,Spambot_1
465434388,465434388,StefanoManchi,Stefano Manchi,"Non pensare a ciò che non hai, pensa a come meritartelo ed ottienilo",,2014-06-09 23:22:33,Bari,,Mon Jan 16 10:32:44 +0000 2012,138,0,0,0,0,True,Spambot_1
465435993,465435993,StafanyFarias,Stafany Farias,"Diffida dalle persone gelose, faranno di tutto per farti essere geloso anche a te",,2014-06-09 23:23:40,Perugia,,Mon Jan 16 10:35:47 +0000 2012,110,0,0,0,0,True,Spambot_1
465437206,465437206,ElisaTiberi,Elisa Tiberi,"Le cose è molto più belle guadagnarsele, che ottenerle senza meritarle",,2014-06-09 23:21:06,Torino,,Mon Jan 16 10:38:00 +0000 2012,135,0,0,297,338,True,Spambot_1
465442625,465442625,LuigiParelle,Luigi Parelle,"[...] mettere la vita degli altri davanti alla tua, e pensare che questo possa essere considerato un gesto d’amore. Non puoi.(Chbosky)",,2014-06-09 23:22:13,Milano,,Mon Jan 16 10:48:26 +0000 2012,41,0,0,0,0,True,Spambot_1
465445130,465445130,AlessioMora79,Alessio Mora,Solo il tempo dirà se hai fatto la scelta giusta,,2014-06-09 23:21:27,Milano,,Mon Jan 16 10:53:07 +0000 2012,148,0,0,0,0,True,Spambot_1
466109264,466109264,FedericaCiello,Federica Ciello,A volte l’immaginazione è un pittore più vigoroso della realtà.(Kristen Harmel),,2014-06-08 23:21:52,Torino,,Tue Jan 17 02:24:52 +0000 2012,42,0,0,0,0,True,Spambot_1
466110228,466110228,SarahDenoni,Sarah Denoni,"Gli amici sono quelli che lo dimostrano, non quelli che dicono di esserlo",,2014-06-09 23:20:22,Torino ,,Tue Jan 17 02:26:17 +0000 2012,95,0,0,19,40,True,Spambot_1
466114317,466114317,GioiaDelPrete,Gioia Del Prete,Diventa quello che sei,,2014-06-03 23:25:34,Torino ,,Tue Jan 17 02:32:24 +0000 2012,93,0,0,0,0,True,Spambot_1
466116893,466116893,TinaGeremiani,Tina Geremiani,"Se desideri davvero qualcosa, nessuno sforzo sarà troppo pur di raggiungerlo",,2014-06-09 23:21:03,Milano ,,Tue Jan 17 02:36:26 +0000 2012,57,0,0,0,0,True,Spambot_1
466121357,466121357,PierluigiCafoni,Pierluigi Cafoni,"L'amore di chi ci è vicino, questa è la sola cosa che conta",,2014-06-07 23:21:35,Torino,,Tue Jan 17 02:43:33 +0000 2012,120,0,0,0,0,True,Spambot_1
466123036,466123036,BeaComencini,Bea,Amo andare a letto con un libro. O con chi ne ha letti molti.,,2014-06-09 23:22:02,,,Tue Jan 17 02:46:17 +0000 2012,252,7,0,4618,4798,True,Spambot_1
466124519,466124519,EllaMoriace,Ella,"Quel miracolo lì, di incontrarsi per doversi dire addio e annegare in un abbraccio che sa di nuovo inizio.",,2014-06-09 23:22:31,,,Tue Jan 17 02:48:47 +0000 2012,310,2,0,4371,4649,True,Spambot_1
466124818,466124818,CarlettoFocia,Carletto Focia,[...] che ciò che è tesoro e saggezza d’un uomo suoni sempre un po’ sciocco alle orecchie degli altri.(Hermann Hesse),,2014-06-09 23:23:30,Milano,,Tue Jan 17 02:49:18 +0000 2012,50,0,0,0,0,True,Spambot_1
466125372,466125372,FabianoGerdone,Fabiano Gerdone,Le pene d'amore cambiano le persone,,2014-06-03 23:20:28,Milano,,Tue Jan 17 02:50:14 +0000 2012,58,0,0,0,0,True,Spambot_1
466126074,466126074,EmilianoSandera,Emiliano Sandera,La tua volontà segnerà il tuo destino,,2014-06-07 23:22:24,Torino,,Tue Jan 17 02:51:22 +0000 2012,118,0,0,0,0,True,Spambot_1
466131055,466131055,RenataLaretti,Renata Laretti,"Era solo un sorriso, niente di più. Una piccola cosa.",,2014-06-09 23:22:30,Roma ,,Tue Jan 17 02:58:57 +0000 2012,93,0,0,34,41,True,Spambot_1
466132138,466132138,BeaConsigli,Bea Consigli,"Laureata in economia, sogno una vita accademica.",,2014-06-09 23:20:04,,,Tue Jan 17 03:00:37 +0000 2012,295,4,0,4419,4861,True,Spambot_1
466133310,466133310,MauroVolpa,Mauro Volpa,La vera bellezza è nella serenità di sentirsi amati,,2014-06-04 23:20:08,Firenze,,Tue Jan 17 03:02:23 +0000 2012,111,0,0,206,277,True,Spambot_1
466139143,466139143,DarioCarmani,Dario Carmani,"Scegli l'amore all'odio: invece di odiare qualcuno, semplicemente ignoralo. Amerai di più te stesso",,2014-06-09 23:22:54,Milano ,,Tue Jan 17 03:11:42 +0000 2012,149,0,0,1,0,True,Spambot_1
466139912,466139912,IlariaPavese87,Ilaria Pavese,Tutto il mondo è Pavese :),,2014-05-30 23:20:47,,,Tue Jan 17 03:12:56 +0000 2012,296,3,0,4617,4852,True,Spambot_1
466141484,466141484,MariellaCantini,Mariella Cantini,Un grande sogno richiede un grande sacrificio,,2014-06-09 23:20:04,Firenze,,Tue Jan 17 03:15:20 +0000 2012,128,0,0,297,332,True,Spambot_1
466143639,466143639,VanessaLuppolo,Vanessa Luppolo,"Perché qui le persone sorridono sempre, anche quando non c’è niente da ridere?",,2014-06-09 23:23:15,Verona,,Tue Jan 17 03:18:40 +0000 2012,81,0,0,0,0,True,Spambot_1
466145460,466145460,MariellaNavoni,Mariella Navoni,"Non si può piacere a tutti, quindi preoccupati di piacere solo a te stesso",,2014-06-09 23:24:15,Torino,,Tue Jan 17 03:21:35 +0000 2012,145,0,0,296,362,True,Spambot_1
466146699,466146699,PietroCardio,Pietro Cardio,Solo chi ha fede in se stesso ne avrà negli altri,,2014-06-09 23:20:36,Napoli,,Tue Jan 17 03:23:36 +0000 2012,109,0,0,1,0,True,Spambot_1
466150269,466150269,BrunaCarlinetti,Bruna Carlinetti,Senza perdono la vita sarà una vendetta continua,,2014-06-09 23:21:41,Milano,,Tue Jan 17 03:29:26 +0000 2012,153,1,0,241,341,True,Spambot_1
466152441,466152441,CinziaBiazzi,Cinzia Biazzi,L'amico vero è quello che resta quando il resto del mondo se ne va,,2014-06-09 23:20:06,Brescia ,,Tue Jan 17 03:33:03 +0000 2012,150,0,0,0,0,True,Spambot_1
466152938,466152938,WilmaGiada,Wilma,L'essenziale è invisibile agli occhi.,,2014-06-09 23:22:30,,,Tue Jan 17 03:33:54 +0000 2012,302,6,0,5149,5484,True,Spambot_1
466153262,466153262,EvelinaPolacco,Evelina,"C'è quello che vuoi e poi c'è quello che puoi. In mezzo, l'universo.",,2014-06-09 23:20:41,,,Tue Jan 17 03:34:24 +0000 2012,259,2,0,4208,4605,True,Spambot_1
466154098,466154098,CostantinoVarlo,Costantino Varlo,Non ci sono scuse per le cose che non raggiungi se non ti sei impegnato abbastanza,,2014-06-07 23:23:29,Salerno,,Tue Jan 17 03:35:41 +0000 2012,121,0,0,0,0,True,Spambot_1
466155191,466155191,ValdaRuggero,Valda,Innamorata dell'amore.,,2014-06-08 23:20:14,,,Tue Jan 17 03:37:20 +0000 2012,309,5,0,4803,5272,True,Spambot_1
466155797,466155797,VanessaGiorga,Vanessa Giorga,"Il denaro è sopravvalutato, il tuo comportamento varrà molto di più: sii onesto",,2014-05-24 23:21:20,Roma,,Tue Jan 17 03:38:13 +0000 2012,65,0,0,0,0,True,Spambot_1
466156124,466156124,AlmaCerasolo,Alma,Avevo paura della solitudine perché sapevo che fosse l'unica che dovunque fossi andata mi avrebbe accompagnata.,,2014-06-09 23:20:26,,,Tue Jan 17 03:38:42 +0000 2012,299,8,0,4328,4751,True,Spambot_1
466157984,466157984,FrancoContenne,Franco Contenne,L'Amore pretende coraggio,,2014-06-09 23:23:15,Roma,,Tue Jan 17 03:41:27 +0000 2012,138,0,0,314,394,True,Spambot_1
466158890,466158890,CarlottaNomia,Carlotta Nomia,Le prime cose che ti faranno uomo sono il rispetto e l'educazione,,2014-06-09 23:23:46,Salerno,,Tue Jan 17 03:42:49 +0000 2012,144,0,0,303,361,True,Spambot_1
466159914,466159914,AntonioBarvaro,Antonio Barvaro,"Il passato non consente di pensare, in base a prove sicure, che il futuro gli assomiglierà.(Hume)",,2014-06-09 23:21:13,Genova,,Tue Jan 17 03:44:20 +0000 2012,49,0,0,1,0,True,Spambot_1
466161043,466161043,GemmaDarianti,Gemma,valuto affinità per prendere distanze,,2014-06-09 23:24:15,,,Tue Jan 17 03:45:58 +0000 2012,287,6,0,5188,5705,True,Spambot_1
466162451,466162451,GemmaNoffi,Gemma Noffi,Amare se stessi viene prima di ogni altra cosa,,2014-06-09 23:20:51,Livorno ,,Tue Jan 17 03:48:04 +0000 2012,106,0,0,27,35,True,Spambot_1
466162548,466162548,AliceBaldivani,Alice Baldivani,"La noia è la sensazione che tutto sia una perdita di tempo; la serenità, l'opposto",,2014-06-09 23:20:06,Perugia,,Tue Jan 17 03:48:13 +0000 2012,66,0,0,2,0,True,Spambot_1
466163583,466163583,RosaTerrias,Rosa Terrias,"Chi è più sciocco, il bambino che ha paura del buio o l'uomo che ha paura della luce?",,2014-06-09 23:21:36,Empoli,,Tue Jan 17 03:49:50 +0000 2012,30,0,0,0,0,True,Spambot_1
466163614,466163614,LucioBaraldi,Lucio Baraldi,Come puoi vivere senza avere dei sogni? E come puoi dormire senza provare a realizzarli?,,2014-06-09 23:21:32,Firenze ,,Tue Jan 17 03:49:53 +0000 2012,110,0,0,15,27,True,Spambot_1
466165783,466165783,LuciaBiricchina,Lucia Biricchina,"Se non vuoi essere giudicato, evita di giudicare tu per primo",,2014-06-05 23:22:51,,,Tue Jan 17 03:53:17 +0000 2012,139,0,0,386,523,True,Spambot_1
466166588,466166588,GiusyManildi,Giusy Manildi,Le storie sono un pezzo di mondo.(G. Carofiglio),,2014-06-09 23:20:42,Genova,,Tue Jan 17 03:54:38 +0000 2012,88,0,0,1,0,True,Spambot_1
466175265,466175265,MichelaOnorili,Michela Onorili,"La malinconia dagli occhi scuri, triste compagna.(William Shakespeare)",,2014-06-09 23:21:09,Roma ,,Tue Jan 17 04:08:45 +0000 2012,105,0,0,0,0,True,Spambot_1
466176895,466176895,MarcoMurante,Marco Murante,"Ieri è passato, guarda avanti",,2014-06-09 23:20:33,Roma,,Tue Jan 17 04:11:24 +0000 2012,129,0,0,250,328,True,Spambot_1
466177486,466177486,NicolaSalvator,Nicola Salvator,Il modo migliore per vivere sereno è smettere di cercare di adattarsi a ciò che non ci appartiene,,2014-06-09 23:22:42,Torino ,,Tue Jan 17 04:12:22 +0000 2012,158,0,0,462,664,True,Spambot_1
466178381,466178381,Biancacarfagna,Bianca,"Uno vale uno, ma Uno vale più di tutti Luis Orellana",,2014-06-09 23:21:49,,,Tue Jan 17 04:13:52 +0000 2012,248,5,0,4607,4932,True,Spambot_1
466181545,466181545,SandroMarcelli,Sandro Marcelli,La sensazione di quando ti manca qualcuno è una delle peggiori da vivere,,2014-06-09 23:22:21,Torino ,,Tue Jan 17 04:19:24 +0000 2012,55,0,0,1,0,True,Spambot_1
466182757,466182757,PierpaoloLeoni,Pierpaolo Leoni,Amare la vita che hai è l'unico modo per vivere una vita migliore,,2014-06-09 23:23:35,Padova,,Tue Jan 17 04:21:37 +0000 2012,124,1,0,0,0,True,Spambot_1
466183322,466183322,RenzoFarenni,Renzo Farenni,"Ti amo, Lenore. Non c’è odio nel mio amore per te.(David Foster Wallace)",,2014-06-09 23:21:06,Firenze ,,Tue Jan 17 04:22:34 +0000 2012,50,0,0,0,0,True,Spambot_1
466184623,466184623,NelloMircaro,Nello Mircaro,"Le persone che pensano che gli altri mentano, 9 volte su 10, lo fanno perché sono le prime a mentire",,2014-06-09 23:22:21,Milano ,,Tue Jan 17 04:24:44 +0000 2012,44,0,0,0,0,True,Spambot_1
466188621,466188621,DanieleSazio,Daniele Sazio,Svegliati e vivi la tua vita,,2014-06-09 23:23:30,Genova,,Tue Jan 17 04:31:36 +0000 2012,31,0,0,0,0,True,Spambot_1
466189042,466189042,AriannaParemi,Arianna Paremi,Un sogno che non proviamo a realizzare potrebbe trasformarsi in un incubo,,2014-06-09 23:21:03,Napoli ,,Tue Jan 17 04:32:19 +0000 2012,127,0,0,0,0,True,Spambot_1
466189857,466189857,NoraTimoti,Nora Timoti,Vivi la vita un giorno alla volta,,2014-06-09 23:23:22,Roma-Londra,,Tue Jan 17 04:33:47 +0000 2012,116,0,0,0,0,True,Spambot_1
466192045,466192045,DalilaTravallo,Dalila Travallo,"Le persone che si accorgono di te solo quando te ne stai andando, non meritano di esserti vicine",,2014-06-09 23:20:04,Napoli ,,Tue Jan 17 04:37:39 +0000 2012,131,0,0,0,0,True,Spambot_1
466192470,466192470,SilviaFuriasi,Silvia Furiasi,"Non preoccuparti degli altri, vivi la tua vita",,2014-06-09 23:22:18,Napoli ,,Tue Jan 17 04:38:24 +0000 2012,54,0,0,0,0,True,Spambot_1
466194674,466194674,VannyFanleno,Vanny Fanleno,"La vita passa, vivila. O ti ritroverai ad inseguirla",,2014-06-05 23:23:52,Roma,,Tue Jan 17 04:42:17 +0000 2012,117,0,0,0,0,True,Spambot_1
466195745,466195745,AlessandraMalin,Alessandra Malin,"Mostrati sempre forte, così nessuno approfitterà delle tue debolezze",,2014-06-09 23:20:41,Bari,,Tue Jan 17 04:44:08 +0000 2012,112,0,0,0,0,True,Spambot_1
466196026,466196026,KarenMenasci,Karen,L'essenziale è invisibile agli occhi.,,2014-06-09 23:23:15,,,Tue Jan 17 04:44:38 +0000 2012,338,8,0,4771,5028,True,Spambot_1
466196649,466196649,TaraMinotti,Tara,la verità è che vorremmo essere sorpresi con effetti normali.,,2014-06-09 23:21:32,,,Tue Jan 17 04:45:41 +0000 2012,190,0,0,1991,2102,True,Spambot_1
466198529,466198529,LauraTitanti,Laura,Eccoci qua.,,2014-06-09 23:20:30,,,Tue Jan 17 04:49:05 +0000 2012,362,7,0,5017,5405,True,Spambot_1
466200874,466200874,AlessiaProvenzi,Alessiuccia,"Chi ha difficoltà ha capire cosa conta davvero, rischia di sprecare le cose migliori della propria vita",,2014-06-09 23:20:56,Milano,,Tue Jan 17 04:53:22 +0000 2012,143,0,0,0,0,True,Spambot_1
466203702,466203702,BernardaLevi,Bernarda,Tutto il mondo è paese.,,2014-06-07 23:23:26,,,Tue Jan 17 04:58:28 +0000 2012,334,7,1,6193,6432,True,Spambot_1
466204969,466204969,GiannaMoreschi,Gianna Moreschi,"Se i fatti contraddicono la teoria, tanto peggio per i fatti.(Hegel)",,2014-06-09 23:20:41,Catanaia ,,Tue Jan 17 05:00:42 +0000 2012,56,0,0,2,0,True,Spambot_1
466205550,466205550,PierPaoloBondi,PierPaolo Bondi,Chi ti ama ti accompagnerà fin dove arriverai,,2014-06-06 23:22:45,Livorno,,Tue Jan 17 05:01:45 +0000 2012,118,0,0,0,0,True,Spambot_1
466206406,466206406,MarcoPericoloso,Marco Pericoloso,Chi ti ama ti accompagnerà fin dove arriverai,,2014-06-04 23:24:18,Roma,,Tue Jan 17 05:03:21 +0000 2012,124,0,0,191,288,True,Spambot_1
466207205,466207205,PaolaDiSara_,Paola Di Sara ,Non aver paura di lasciare indietro chi non ti ama fino in fondo,,2014-06-09 23:20:17,Roma,,Tue Jan 17 05:04:47 +0000 2012,75,0,0,4,0,True,Spambot_1
466209990,466209990,SaraDamiani85,Sara Damiani,Non aspettare che sia troppo tardi,,2014-06-09 23:24:15,Roma ,,Tue Jan 17 05:09:32 +0000 2012,46,0,0,1,0,True,Spambot_1
466210973,466210973,GianpieroStrulo,Gianpiero Strulo,"Se non trovi il tempo di fare qualcosa che ami, non avrai mai ciò che desideri",,2014-06-08 23:24:00,Firenze,,Tue Jan 17 05:11:19 +0000 2012,125,0,0,222,314,True,Spambot_1
466212113,466212113,SilvioDarisco,Silvio Darisco,"I tuoi figli vedranno ciò che sei e ti prenderanno da esempio, non scordarlo mai",,2014-06-09 23:23:10,Firenze,,Tue Jan 17 05:13:24 +0000 2012,41,0,0,0,0,True,Spambot_1
466214628,466214628,NoemiSamisi,Noemi Samisi,"Se non ci metti tutto te stesso, non otterrai molto di più",,2014-06-09 23:22:30,Milano,,Tue Jan 17 05:17:53 +0000 2012,128,0,0,287,357,True,Spambot_1
466215674,466215674,LuciaWandana,Lucia,Carpe diem. Non i pesci eh!,,2014-06-04 23:23:22,,,Tue Jan 17 05:19:48 +0000 2012,258,2,0,4089,4166,True,Spambot_1
466217028,466217028,VanessaConsa88,Vanessa Consa,"Se desideri davvero qualcosa, nessuno sforzo sarà troppo pur di raggiungerla",,2014-06-09 23:20:04,Genova,,Tue Jan 17 05:22:29 +0000 2012,56,0,0,0,0,True,Spambot_1
466217564,466217564,ManuelFontena,Manuel Fontena,"Dì sempre la verità, o qualcuno la dirà al posto tuo",,2014-06-08 23:24:00,Agrigento,,Tue Jan 17 05:23:31 +0000 2012,42,0,0,0,0,True,Spambot_1
466219724,466219724,BiaCaracciolo,Bia,Mi riesce più facile credere agli insulti che ai complimenti.,,2014-06-09 23:23:30,,,Tue Jan 17 05:27:36 +0000 2012,257,5,0,4723,5195,True,Spambot_1
466220361,466220361,AlessioMessani,Alessio Messani,"Sii forte, le cose andranno meglio",,2014-06-08 23:21:45,Firenze,,Tue Jan 17 05:28:43 +0000 2012,41,0,0,0,0,True,Spambot_1
466221249,466221249,TeresaScampo,Teresa,"Hai presente quando la sabbia scotta e te ne fotti tanto stai correndo verso il mare? Ecco, bisognerebbe vivere così.",,2014-06-05 23:22:25,,,Tue Jan 17 05:30:21 +0000 2012,276,7,0,4666,5132,True,Spambot_1
466223608,466223608,NandoGargiulli,Nando Gargiulli,"Una volta mollata l'anima,tutto segue con assoluta certezza,anche nel pieno del caos.(Henry Miller)",,2014-06-09 23:24:15,Roma,,Tue Jan 17 05:34:44 +0000 2012,121,0,0,31,38,True,Spambot_1
466224759,466224759,FrancescaMoresa,Francy Moresa,"Tieni la testa alta, e il dito medio ancora più in alto",,2014-06-09 23:22:49,Roma,,Tue Jan 17 05:36:53 +0000 2012,126,0,0,267,348,True,Spambot_1
466225307,466225307,EmmaDionigi,Emma Dionigi,A volte devi saperti dare l'opportunità di raggiungere ciò che realmente desideri,,2014-06-08 23:21:22,Napoli,,Tue Jan 17 05:37:54 +0000 2012,119,0,0,2,0,True,Spambot_1
466225850,466225850,LucioFreda,Lucio Freda,- Le chiedo solo di dirmi la verità.- Non so qual è.- La verità è quella che fa male.(Carlos Ruiz Zafón),,2014-06-09 23:20:26,Milano ,,Tue Jan 17 05:38:56 +0000 2012,112,0,0,0,0,True,Spambot_1
466226701,466226701,FrancescaDisti,Francesca Disti,Renditi conto che si può vincere anche se i tuoi avversari non perdono,,2014-06-09 23:22:07,Roma,,Tue Jan 17 05:40:32 +0000 2012,34,0,0,0,0,True,Spambot_1
466226882,466226882,AntoniaMiseri,Antonia Miseri,La maggior parte delle persone ha più paura di vincere che di perdere,,2014-06-06 23:20:29,Palermo,,Tue Jan 17 05:40:50 +0000 2012,156,0,0,0,0,True,Spambot_1
466227486,466227486,TeresaNadubi,Teresa Nadubi,Il prezzo era stato bere un calice colmo del più crudele dei veleni: la solitudine.(Coelho),,2014-06-07 23:22:26,Roma,,Tue Jan 17 05:41:59 +0000 2012,27,0,0,0,0,True,Spambot_1
466229029,466229029,BeppeCassino,Beppe Cassino,"A volte lasciar stare non è una sconfitta, bensì una vittoria",,2014-06-05 23:23:20,Napoli,,Tue Jan 17 05:44:55 +0000 2012,31,0,0,0,0,True,Spambot_1
466231055,466231055,LorenzaMarini,Lorenza Marini,"Annota i tuoi successi, ed usali come stimolo per migliorare ancora",,2014-06-07 23:23:50,Roma,,Tue Jan 17 05:48:48 +0000 2012,126,0,0,456,574,True,Spambot_1
466232314,466232314,SoniaLassisi,Sonia Lassisi,"Non è il problema, ma come lo affronti",,2014-06-09 23:22:42,Firenze,,Tue Jan 17 05:51:16 +0000 2012,38,0,0,0,0,True,Spambot_1
466234508,466234508,EmanueleGarza,Emanuele Garza,"Scegli l'amore all'odio: invece di odiare qualcuno, semplicemente ignoralo. Amerai di più te stesso",,2014-06-09 23:23:16,Firenze ,,Tue Jan 17 05:55:24 +0000 2012,132,0,0,0,0,True,Spambot_1
466235245,466235245,ManuelaDaveri,Manuela Daveri,"I soldi sono ciò che hai, ma é come li ottieni che dirà chi sei",,2014-06-09 23:24:16,Torino,,Tue Jan 17 05:56:49 +0000 2012,69,0,0,0,0,True,Spambot_1
466236779,466236779,GiadaMorellino,Giada,Sai perché non ti dimenticherò mai? Perché mi hai amata quando io ancora non amavo me stessa.,,2014-06-07 23:20:47,,,Tue Jan 17 05:59:41 +0000 2012,257,9,0,5130,5623,True,Spambot_1
